reservation_id,date_reservation,date_arrivee,region_hotel,ville,type_destination,hotel_id,categorie_hotel,segment_client,marche_origine,canal_reservation,moyen_transport,delai_reservation_jours,nuits,adultes,enfants,chambres,formule_repas,tarif_remboursable,type_acompte,prix_moyen_nuit_eur,remise_pct,montant_total_eur,client_type,reservations_passees,annulations_passees,demandes_speciales,modifications_reservation,jours_liste_attente,evenement_majeur,haute_saison_regionale,arrivee_weekend,agent_id,reservation_annulee,prix_impute,enfants_manquant,demandes_manquant,reservation_directe,taux_annulation_passe,sans_historique,personnes,personnes_par_chambre,avec_enfants,prix_par_personne,montant_par_nuit,acompte_ord,remboursable,score_engagement,flexibilite_totale,mois_arrivee,mois_reservation,sin_mois,cos_mois,log_delai,delai_par_nuit,a_modifie,ix_delai_acompte,ix_delai_remb,ix_delai_direct,ix_remb_acompte,ix_delai_modif,ix_delai_dem,prix_relatif_hotel,prix_relatif_saison,y_reel,proba,y_predit,type_erreur
R001622,2025-01-27,2025-03-16,Sicilia,Palermo,insulaire_mixte,SIC-4-2,4,groupe,Europe_Centrale,plateforme_en_ligne,ferry,48,5,3,0.0,3,pension_complete,non,partiel,120.67,6,1701.45,nouveau,0,0,0.0,1,0,0,0,0,AG035,0,0,0,0,0,0.0,1,3.0,1.0,0,567.15,340.29,1.0,0,1.0,0,3,1,1.0,6.123233995736766e-17,3.8918202981106265,9.6,1,3.8918202981106265,0.0,0.0,0.0,3.8918202981106265,0.0,0.6963471637140055,0.8591669633321467,0,0.2925901449914151,1,faux positif
R002159,2025-01-27,2025-02-10,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,affaires,Italie,agence,train,14,2,2,0.0,1,petit_dejeuner,oui,aucun,188.53,0,377.06,fidele,3,0,2.0,0,0,0,0,0,AG004,0,0,0,0,0,0.0,0,2.0,2.0,0,188.53,188.53,0.0,1,-1.0,1,2,1,0.8660254037844386,0.5000000000000001,2.70805020110221,7.0,0,0.0,2.70805020110221,0.0,0.0,0.0,5.41610040220442,0.9230806893850372,1.0981157352127442,0,0.29187548907337246,1,faux positif
R002741,2025-01-27,2025-02-21,Liguria,Genova,littorale,LIG-3-2,3,loisirs_couple,Italie,plateforme_en_ligne,avion_direct,25,4,2,0.0,1,petit_dejeuner,oui,partiel,141.4811827956989,7,526.31,nouveau,0,0,1.0,0,0,0,0,1,AG013,0,1,0,0,0,0.0,1,2.0,2.0,0,263.155,131.5775,1.0,1,0.0,0,2,1,0.8660254037844386,0.5000000000000001,3.258096538021482,6.25,0,3.258096538021482,3.258096538021482,0.0,1.0,0.0,3.258096538021482,0.8767502187252829,0.9453506801797336,0,0.20234282324739475,0,vrai négatif
R002885,2025-01-27,2025-02-05,Lazio,Roma,urbaine_culturelle,LAZ-5-1,5,groupe,Europe_Ouest,site_hotel,avion_direct,9,4,6,0.0,4,petit_dejeuner,non,total,654.5,5,9948.4,nouveau,0,0,1.0,0,0,0,0,0,DIRECT,1,0,0,0,1,0.0,1,6.0,1.5,0,1658.0666666666666,2487.1,2.0,0,2.0,0,2,1,0.8660254037844386,0.5000000000000001,2.302585092994046,2.25,0,4.605170185988092,0.0,2.302585092994046,0.0,0.0,2.302585092994046,2.873575834741949,3.812214229548301,1,0.08125945004192087,0,faux négatif
R003055,2025-01-27,2025-02-05,Lombardia,Milano,affaires_lacs,LOM-5-2,5,affaires,Italie,telephone,avion_direct,9,2,2,0.0,1,demi_pension,non,aucun,187.33,2,367.17,fidele,8,1,3.0,0,0,0,0,0,DIRECT,0,0,0,0,1,0.125,0,2.0,2.0,0,183.585,183.585,0.0,0,0.0,0,2,1,0.8660254037844386,0.5000000000000001,2.302585092994046,4.5,0,0.0,0.0,2.302585092994046,0.0,0.0,6.907755278982138,0.7075063733358513,0.8614259765939347,0,0.16553045609262174,0,vrai négatif
R003892,2025-01-27,2025-06-24,Veneto,Venezia,urbaine_littorale,VEN-4-1,4,loisirs_couple,Europe_Centrale,agence,voiture,148,4,2,0.0,1,aucune,oui,partiel,259.22,8,953.93,nouveau,0,0,0.0,1,0,0,1,0,AG020,0,0,0,0,0,0.0,1,2.0,2.0,0,476.965,238.4825,1.0,1,0.0,0,6,1,1.2246467991473532e-16,-1.0,5.003946305945459,37.0,1,5.003946305945459,5.003946305945459,0.0,1.0,5.003946305945459,0.0,1.1748283441727663,1.0432857746563904,0,0.42198195565555213,1,faux positif
R004168,2025-01-27,2025-03-29,Sicilia,Palermo,insulaire_mixte,SIC-4-3,4,loisirs_couple,Asie_Pacifique,telephone,avion_direct,61,5,2,0.0,1,petit_dejeuner,oui,partiel,163.65,6,769.16,nouveau,0,0,0.0,1,0,0,0,1,DIRECT,1,0,0,0,1,0.0,1,2.0,2.0,0,384.58,153.832,1.0,1,0.0,0,3,1,1.0,6.123233995736766e-17,4.127134385045092,12.2,1,4.127134385045092,4.127134385045092,4.127134385045092,1.0,4.127134385045092,0.0,0.9818803623927521,1.165183339266643,1,0.23247703678358597,0,faux négatif
R004309,2025-01-27,2025-03-24,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,famille,Italie,site_hotel,train,56,2,2,1.0,1,petit_dejeuner,non,total,144.07,9,262.21,fidele,10,1,2.0,0,0,0,0,0,DIRECT,0,0,0,0,1,0.1,0,3.0,3.0,1,87.40333333333332,131.105,2.0,0,2.0,0,3,1,1.0,6.123233995736766e-17,4.04305126783455,28.0,0,8.0861025356691,0.0,4.04305126783455,0.0,0.0,8.0861025356691,0.7053956130043086,0.8443415577565493,0,0.0871338528359892,0,vrai négatif
R004905,2025-01-27,2025-02-05,Trentino-Alto_Adige,Bolzano,montagne,TRE-4-1,4,solo,Europe_Ouest,plateforme_en_ligne,voiture,9,7,1,0.0,1,aucune,oui,aucun,209.03,7,1360.79,nouveau,0,0,0.0,0,0,0,1,0,AG023,1,0,1,0,0,0.0,1,1.0,1.0,0,1360.79,194.39857142857142,0.0,1,-1.0,1,2,1,0.8660254037844386,0.5000000000000001,2.302585092994046,1.2857142857142858,0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,1.0449671307521184,0.9624735242655861,1,0.4191358533479521,1,vrai positif
R005215,2025-01-27,2025-02-20,Toscana,Firenze,culturelle_rurale,TOS-3-1,3,loisirs_couple,Italie,agence,avion_direct,24,2,2,0.0,1,petit_dejeuner,oui,partiel,166.53,7,309.75,nouveau,0,0,1.0,0,0,0,0,0,AG043,0,0,0,0,0,0.0,1,2.0,2.0,0,154.875,154.875,1.0,1,0.0,0,2,1,0.8660254037844386,0.5000000000000001,3.2188758248682006,12.0,0,3.2188758248682006,3.2188758248682006,0.0,1.0,0.0,3.2188758248682006,0.9766869006773995,0.9973647960711505,0,0.22403055627510932,0,vrai négatif
R006387,2025-01-27,2025-02-21,Lombardia,Milano,affaires_lacs,LOM-4-2,4,famille,Italie,site_hotel,train,25,3,2,2.0,1,pension_complete,oui,partiel,292.43,11,780.79,nouveau,0,0,0.0,0,0,1,0,1,DIRECT,0,0,0,0,1,0.0,1,4.0,4.0,1,195.1975,260.2633333333333,1.0,1,0.0,0,2,1,0.8660254037844386,0.5000000000000001,3.258096538021482,8.333333333333334,0,3.258096538021482,3.258096538021482,3.258096538021482,1.0,0.0,0.0,1.3048502967292848,1.344722139194813,0,0.1739562108203645,0,vrai négatif
R006489,2025-01-27,2025-02-17,Lombardia,Milano,affaires_lacs,LOM-3-1,3,loisirs_couple,Europe_Ouest,site_hotel,voiture,21,4,2,0.0,1,demi_pension,oui,partiel,182.31,12,641.73,entreprise,6,1,2.0,1,0,1,0,0,DIRECT,1,0,0,0,1,0.16666666666666666,0,2.0,2.0,0,320.865,160.4325,1.0,1,0.0,0,2,1,0.8660254037844386,0.5000000000000001,3.091042453358316,5.25,1,3.091042453358316,3.091042453358316,3.091042453358316,1.0,3.091042453358316,6.182084906716632,0.9326035245671023,0.8383418021290783,1,0.18100619539624752,0,faux négatif
R006776,2025-01-27,2025-02-25,Lombardia,Milano,affaires_lacs,LOM-4-2,4,groupe,Ameriques,agence,avion_direct,29,4,6,0.0,4,petit_dejeuner,oui,partiel,243.86,1,3862.74,nouveau,0,0,0.0,0,12,0,0,0,AG011,0,0,0,0,0,0.0,1,6.0,1.5,0,643.79,965.685,1.0,1,0.0,0,2,1,0.8660254037844386,0.5000000000000001,3.4011973816621555,7.25,0,3.4011973816621555,3.4011973816621555,0.0,1.0,0.0,0.0,1.088126366516443,1.1213758535856344,0,0.3316453493756537,1,faux positif
R007042,2025-01-27,2025-02-17,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,solo,Europe_Centrale,site_hotel,avion_direct,21,7,1,0.0,1,aucune,non,total,168.57,12,1038.39,nouveau,0,0,1.0,0,0,0,0,0,DIRECT,0,0,0,0,1,0.0,1,1.0,1.0,0,1038.39,148.3414285714286,2.0,0,2.0,0,2,1,0.8660254037844386,0.5000000000000001,3.091042453358316,3.0,0,6.182084906716632,0.0,3.091042453358316,0.0,0.0,3.091042453358316,0.8253525264394829,0.9818563066080321,0,0.06911746770728648,0,vrai négatif
R007371,2025-01-27,2025-02-02,Sardegna,Cagliari,insulaire_balneaire,SAR-4-3,4,affaires,Italie,telephone,avion_direct,6,2,2,0.0,1,petit_dejeuner,oui,total,255.12,7,474.52,nouveau,0,0,1.0,0,15,0,0,0,DIRECT,0,0,0,0,1,0.0,1,2.0,2.0,0,237.26,237.26,2.0,1,1.0,0,2,1,0.8660254037844386,0.5000000000000001,1.9459101490553132,3.0,0,3.8918202981106265,1.9459101490553132,1.9459101490553132,2.0,0.0,1.9459101490553132,1.2697907075131276,1.5352951796353134,0,0.08779033352437246,0,vrai négatif
R007904,2025-01-27,2025-02-21,Lombardia,Milano,affaires_lacs,LOM-4-3,4,solo,Italie,site_hotel,voiture,25,6,1,0.0,1,petit_dejeuner,non,partiel,181.07,2,1064.69,nouveau,0,0,1.0,0,0,0,0,1,DIRECT,0,0,0,0,1,0.0,1,1.0,1.0,0,1064.69,177.44833333333335,1.0,0,1.0,0,2,1,0.8660254037844386,0.5000000000000001,3.258096538021482,4.166666666666667,0,3.258096538021482,0.0,3.258096538021482,0.0,0.0,3.258096538021482,0.81662382176521,0.832639735129791,0,0.11560351162612321,0,vrai négatif
R008810,2025-01-27,2025-02-14,Toscana,Firenze,culturelle_rurale,TOS-5-3,5,affaires,Ameriques,plateforme_en_ligne,voiture,18,2,2,0.0,1,petit_dejeuner,non,aucun,187.2,2,366.91,entreprise,1,0,1.0,0,0,0,0,1,AG029,0,0,0,0,0,0.0,0,2.0,2.0,0,183.455,183.455,0.0,0,0.0,0,2,1,0.8660254037844386,0.5000000000000001,2.9444389791664403,9.0,0,0.0,0.0,0.0,0.0,0.0,2.9444389791664403,0.7827723186284757,1.1211594897286936,0,0.23708412525583117,0,vrai négatif
R002184,2025-01-28,2025-02-18,Veneto,Venezia,urbaine_littorale,VEN-4-3,4,famille,Europe_Centrale,plateforme_en_ligne,train,21,6,2,1.0,1,petit_dejeuner,oui,aucun,170.81,6,963.37,nouveau,0,0,1.0,0,0,0,0,0,AG016,0,0,0,0,0,0.0,1,3.0,3.0,1,321.12333333333333,160.56166666666667,0.0,1,-1.0,1,2,1,0.8660254037844386,0.5000000000000001,3.091042453358316,3.5,0,0.0,3.091042453358316,0.0,0.0,0.0,3.091042453358316,0.7826525235400582,0.9151352799357085,0,0.3757393567597269,1,faux positif
R002830,2025-01-28,2025-03-13,Lazio,Roma,urbaine_culturelle,LAZ-5-3,5,famille,Europe_Ouest,plateforme_en_ligne,voiture,44,3,2,3.0,2,pension_complete,non,total,202.09,4,1164.04,fidele,4,1,3.0,1,0,0,0,0,AG007,0,0,0,0,0,0.25,0,5.0,2.5,1,232.808,388.0133333333333,2.0,0,2.0,0,3,1,1.0,6.123233995736766e-17,3.8066624897703196,14.666666666666666,1,7.613324979540639,0.0,0.0,0.0,3.8066624897703196,11.419987469310959,0.8526644445382052,1.1843755494344488,0,0.19051505288424747,0,vrai négatif
R003168,2025-01-28,2025-05-03,Campania,Napoli,urbaine_cotiere,CAM-4-3,4,famille,Europe_Ouest,plateforme_en_ligne,train,95,5,2,3.0,2,petit_dejeuner,oui,partiel,177.15,5,1682.93,nouveau,0,0,0.0,1,0,0,1,1,AG038,0,0,0,0,0,0.0,1,5.0,2.5,1,336.586,336.586,1.0,1,0.0,0,5,1,0.49999999999999994,-0.8660254037844387,4.564348191467836,19.0,1,4.564348191467836,4.564348191467836,0.0,1.0,4.564348191467836,0.0,0.9530854898585033,0.9048421697824088,0,0.5126112197184306,1,faux positif
R005423,2025-01-28,2025-02-03,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-2,3,affaires,Asie_Pacifique,plateforme_en_ligne,voiture,6,2,2,0.0,1,petit_dejeuner,oui,aucun,232.22,4,445.86,nouveau,0,0,1.0,0,0,0,1,0,AG020,0,0,0,0,0,0.0,1,2.0,2.0,0,222.93,222.93,0.0,1,-1.0,1,2,1,0.8660254037844386,0.5000000000000001,1.9459101490553132,3.0,0,0.0,1.9459101490553132,0.0,0.0,0.0,1.9459101490553132,1.4676104404980093,1.0692513122755318,0,0.32262769523864143,1,faux positif
R008761,2025-01-28,2025-07-19,Toscana,Firenze,culturelle_rurale,TOS-5-2,5,loisirs_couple,Asie_Pacifique,telephone,voiture,172,3,2,0.0,1,petit_dejeuner,oui,partiel,302.7,7,844.53,nouveau,0,0,1.0,0,0,0,1,1,DIRECT,0,0,1,0,1,0.0,1,2.0,2.0,0,422.265,281.51,1.0,1,0.0,0,7,1,-0.4999999999999997,-0.8660254037844388,5.153291594497779,57.333333333333336,0,5.153291594497779,5.153291594497779,5.153291594497779,1.0,0.0,5.153291594497779,1.3035052967014038,1.3486600280692373,0,0.3894489676703689,1,faux positif
R009530,2025-01-28,2025-02-25,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-2,3,loisirs_couple,Italie,plateforme_en_ligne,avion_correspondance,28,6,2,0.0,1,aucune,non,partiel,186.7,8,1030.58,fidele,3,0,0.0,0,0,0,1,0,AG004,0,0,0,0,0,0.0,0,2.0,2.0,0,515.29,171.76333333333332,1.0,0,1.0,0,2,1,0.8660254037844386,0.5000000000000001,3.367295829986474,4.666666666666667,0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,1.1799279529798394,0.8596555852288423,0,0.18434677793260612,0,vrai négatif
R000375,2025-01-29,2025-05-12,Puglia,Bari,balneaire_rurale,PUG-3-2,3,famille,Europe_Ouest,site_hotel,avion_direct,103,2,2,3.0,2,petit_dejeuner,non,total,99.72,3,386.91,fidele,6,1,0.0,0,0,0,0,0,DIRECT,0,0,0,0,1,0.16666666666666666,0,5.0,2.5,1,77.382,193.455,2.0,0,2.0,0,5,1,0.49999999999999994,-0.8660254037844387,4.6443908991413725,51.5,0,9.288781798282745,0.0,4.6443908991413725,0.0,0.0,0.0,0.7214585443495876,0.8266600348172096,0,0.14189775375461863,0,vrai négatif
R000399,2025-01-29,2025-07-17,Lombardia,Milano,affaires_lacs,LOM-4-1,4,famille,Italie,plateforme_en_ligne,voiture,169,3,2,3.0,2,petit_dejeuner,non,total,146.42028985507244,8,808.24,nouveau,0,0,0.0,1,0,0,0,0,AG009,1,1,0,0,0,0.0,1,5.0,2.5,1,161.648,269.41333333333336,2.0,0,2.0,0,7,1,-0.4999999999999997,-0.8660254037844388,5.135798437050262,56.333333333333336,1,10.271596874100524,0.0,0.0,0.0,5.135798437050262,0.0,0.6629252042154772,0.7295480311662803,1,0.16437498052682237,0,faux négatif
R001287,2025-01-29,2025-02-13,Lombardia,Milano,affaires_lacs,LOM-4-3,4,famille,Ameriques,site_hotel,avion_direct,15,2,2,1.0,1,petit_dejeuner,oui,aucun,202.42,8,372.45,nouveau,0,0,0.0,0,0,0,0,0,DIRECT,0,0,0,0,1,0.0,1,3.0,3.0,1,124.14999999999999,186.225,0.0,1,-1.0,1,2,1,0.8660254037844386,0.5000000000000001,2.772588722239781,7.5,0,0.0,2.772588722239781,2.772588722239781,0.0,0.0,0.0,0.9129121003021693,0.9308164532223575,0,0.28501541412532283,1,faux positif
R002151,2025-01-29,2025-02-22,Lombardia,Milano,affaires_lacs,LOM-4-1,4,famille,Europe_Ouest,plateforme_en_ligne,voiture,24,6,2,2.0,1,petit_dejeuner,oui,aucun,178.75,6,1008.15,fidele,12,1,0.0,0,0,0,0,1,AG032,0,0,0,0,0,0.08333333333333333,0,4.0,4.0,1,252.0375,168.025,0.0,1,-1.0,1,2,1,0.8660254037844386,0.5000000000000001,3.2188758248682006,4.0,0,0.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.809299587992937,0.8219713517117697,0,0.3462400588546936,1,faux positif
R002561,2025-01-29,2025-03-03,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,loisirs_couple,Autres,plateforme_en_ligne,avion_direct,33,4,2,0.0,1,petit_dejeuner,non,total,154.05,2,603.88,fidele,1,0,0.0,0,0,0,0,0,AG005,1,0,0,0,0,0.0,0,2.0,2.0,0,301.94,150.97,2.0,0,2.0,0,3,1,1.0,6.123233995736766e-17,3.5263605246161616,8.25,0,7.052721049232323,0.0,0.0,0.0,0.0,0.0,0.7601776461880089,0.9028306862802556,1,0.12023712991322273,0,faux négatif
R003088,2025-01-29,2025-03-08,Toscana,Firenze,culturelle_rurale,TOS-5-3,5,loisirs_couple,Italie,plateforme_en_ligne,avion_direct,38,3,2,0.0,1,pension_complete,oui,aucun,240.76,6,678.94,nouveau,0,0,2.0,1,0,0,0,1,AG024,0,0,0,0,0,0.0,1,2.0,2.0,0,339.47,226.31333333333336,0.0,1,-1.0,1,3,1,1.0,6.123233995736766e-17,3.6635616461296463,12.666666666666666,1,0.0,3.6635616461296463,0.0,0.0,3.6635616461296463,7.327123292259293,1.0067321764582897,1.4174025668197336,0,0.331058926206751,1,faux positif
R003211,2025-01-29,2025-04-15,Veneto,Venezia,urbaine_littorale,VEN-4-2,4,loisirs_couple,Europe_Ouest,plateforme_en_ligne,avion_correspondance,76,6,2,0.0,1,petit_dejeuner,oui,aucun,350.14,0,2100.84,nouveau,0,0,1.0,0,0,0,1,0,AG013,1,0,0,0,0,0.0,1,2.0,2.0,0,1050.42,350.14000000000004,0.0,1,-1.0,1,4,1,0.8660254037844387,-0.4999999999999998,4.343805421853684,12.666666666666666,0,0.0,4.343805421853684,0.0,0.0,0.0,4.343805421853684,1.5494291530223911,1.3601895734597156,1,0.47029916826943347,1,vrai positif
R003454,2025-01-29,2025-03-19,Campania,Napoli,urbaine_cotiere,CAM-3-3,3,famille,Europe_Ouest,site_hotel,voiture,49,3,2,2.0,1,petit_dejeuner,oui,aucun,160.11,6,451.51,fidele,4,1,2.0,0,0,0,0,0,DIRECT,0,0,0,0,1,0.25,0,4.0,4.0,1,112.8775,150.50333333333333,0.0,1,-1.0,1,3,1,1.0,6.123233995736766e-17,3.912023005428146,16.333333333333332,0,0.0,3.912023005428146,3.912023005428146,0.0,0.0,7.824046010856292,0.9655941862919519,1.0245728546746016,0,0.38706246833575864,1,faux positif
R004504,2025-01-29,2025-05-01,Veneto,Venezia,urbaine_littorale,VEN-5-3,5,solo,Autres,telephone,train,92,3,1,0.0,1,petit_dejeuner,non,total,370.85,6,1045.8,fidele,10,2,1.0,0,0,0,1,0,DIRECT,0,0,0,0,1,0.2,0,1.0,1.0,0,1045.8,348.59999999999997,2.0,0,2.0,0,5,1,0.49999999999999994,-0.8660254037844387,4.532599493153256,30.666666666666668,0,9.065198986306513,0.0,4.532599493153256,0.0,0.0,4.532599493153256,1.4344008664036512,1.4681023732705212,0,0.0651177035145173,0,vrai négatif
R004926,2025-01-29,2025-02-06,Liguria,Genova,littorale,LIG-4-1,4,affaires,Europe_Ouest,plateforme_en_ligne,voiture,8,1,2,0.0,1,aucune,oui,aucun,179.76,5,170.77,nouveau,0,0,2.0,0,0,0,0,0,AG028,0,0,0,0,0,0.0,1,2.0,2.0,0,85.385,170.77,0.0,1,-1.0,1,2,1,0.8660254037844386,0.5000000000000001,2.1972245773362196,8.0,0,0.0,2.1972245773362196,0.0,0.0,0.0,4.394449154672439,0.9955142050174447,1.2011225444340505,0,0.25050758201783774,1,faux positif
R005464,2025-01-29,2025-02-22,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,famille,Asie_Pacifique,site_hotel,voiture,24,4,2,3.0,2,demi_pension,oui,partiel,186.54,9,1358.01,nouveau,0,0,0.0,1,12,0,0,1,DIRECT,1,0,0,0,1,0.0,1,5.0,2.5,1,271.602,339.5025,1.0,1,0.0,0,2,1,0.8660254037844386,0.5000000000000001,3.2188758248682006,6.0,1,3.2188758248682006,3.2188758248682006,3.2188758248682006,1.0,3.2188758248682006,0.0,0.913337250293772,1.0865247400763025,1,0.2549571187750918,1,vrai positif
R007299,2025-01-29,2025-02-26,Campania,Napoli,urbaine_cotiere,CAM-3-2,3,affaires,Italie,agence,train,28,3,2,0.0,1,petit_dejeuner,oui,aucun,153.27,8,423.03,entreprise,1,0,2.0,0,0,0,0,0,AG038,0,0,0,0,0,0.0,0,2.0,2.0,0,211.515,141.01,0.0,1,-1.0,1,2,1,0.8660254037844386,0.5000000000000001,3.367295829986474,9.333333333333334,0,0.0,3.367295829986474,0.0,0.0,0.0,6.734591659972948,0.8976281112737922,0.9544478002304075,0,0.32263009416783933,1,faux positif
R007456,2025-01-29,2025-03-18,Trentino-Alto_Adige,Bolzano,montagne,TRE-5-1,5,famille,Europe_Ouest,agence,voiture,48,4,2,1.0,1,petit_dejeuner,oui,partiel,232.42,6,873.9,nouveau,0,0,0.0,0,0,0,0,0,AG004,0,0,0,0,0,0.0,1,3.0,3.0,1,291.3,218.475,1.0,1,0.0,0,3,1,1.0,6.123233995736766e-17,3.8918202981106265,12.0,0,3.8918202981106265,3.8918202981106265,0.0,1.0,0.0,0.0,1.0494660555844038,1.3958320821572279,0,0.27181129030045253,1,faux positif
R007655,2025-01-29,2025-02-10,Toscana,Firenze,culturelle_rurale,TOS-3-2,3,affaires,Italie,plateforme_en_ligne,avion_direct,12,2,2,0.0,1,aucune,oui,aucun,119.46969696969698,1,236.55,fidele,6,1,2.0,0,0,0,0,0,AG013,0,1,0,0,0,0.16666666666666666,0,2.0,2.0,0,118.275,118.275,0.0,1,-1.0,1,2,1,0.8660254037844386,0.5000000000000001,2.5649493574615367,6.0,0,0.0,2.5649493574615367,0.0,0.0,0.0,5.1298987149230735,0.6776500111724162,0.7155159428022817,0,0.2542868448927955,1,faux positif
R007870,2025-01-29,2025-04-22,Lombardia,Milano,affaires_lacs,LOM-3-2,3,groupe,Italie,entreprise,avion_direct,83,4,3,0.0,3,aucune,oui,aucun,250.64,16,2526.45,nouveau,0,0,0.0,0,0,1,1,0,DIRECT,0,0,0,0,1,0.0,1,3.0,1.0,0,842.15,631.6125,0.0,1,-1.0,1,4,1,0.8660254037844387,-0.4999999999999998,4.430816798843313,20.75,0,0.0,4.430816798843313,4.430816798843313,0.0,0.0,0.0,1.3111872564149512,0.949232138461247,0,0.3456532421651842,1,faux positif
R008201,2025-01-29,2025-04-03,Veneto,Venezia,urbaine_littorale,VEN-4-2,4,groupe,Europe_Centrale,plateforme_en_ligne,train,64,4,3,0.0,3,petit_dejeuner,oui,aucun,206.64,4,2380.49,nouveau,0,0,0.0,0,0,0,1,0,AG029,0,0,0,0,0,0.0,1,3.0,1.0,0,793.4966666666666,595.1225,0.0,1,-1.0,1,4,1,0.8660254037844387,-0.4999999999999998,4.174387269895637,16.0,0,0.0,4.174387269895637,0.0,0.0,0.0,0.0,0.9144172050623948,0.8027348302385207,0,0.5584983930273667,1,faux positif
R008868,2025-01-29,2025-02-06,Sicilia,Palermo,insulaire_mixte,SIC-3-2,3,affaires,Europe_Ouest,plateforme_en_ligne,avion_direct,8,2,2,0.0,1,demi_pension,non,total,126.77,7,235.79,fidele,1,0,0.0,0,0,0,0,0,AG025,0,0,0,0,0,0.0,0,2.0,2.0,0,117.895,117.895,2.0,0,2.0,0,2,1,0.8660254037844386,0.5000000000000001,2.1972245773362196,4.0,0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.8441765998534995,0.8061685214626391,0,0.11263454987354493,0,vrai négatif
R008896,2025-01-29,2025-02-12,Lombardia,Milano,affaires_lacs,LOM-3-3,3,affaires,Italie,plateforme_en_ligne,avion_direct,14,1,2,0.0,1,petit_dejeuner,oui,aucun,173.43,5,164.76,nouveau,0,0,1.0,0,0,0,0,0,AG004,1,0,0,0,0,0.0,1,2.0,2.0,0,82.38,164.76,0.0,1,-1.0,1,2,1,0.8660254037844386,0.5000000000000001,2.70805020110221,14.0,0,0.0,2.70805020110221,0.0,0.0,0.0,2.70805020110221,0.8590321462182378,0.7975076449083761,1,0.3481862018632502,1,vrai positif
R001724,2025-01-30,2025-02-16,Veneto,Venezia,urbaine_littorale,VEN-5-1,5,solo,Italie,plateforme_en_ligne,voiture,17,6,1,0.0,1,petit_dejeuner,non,total,195.38,8,1078.5,fidele,9,1,1.0,0,0,0,0,0,AG015,0,0,0,0,0,0.1111111111111111,0,1.0,1.0,0,1078.5,179.75,2.0,0,2.0,0,2,1,0.8660254037844386,0.5000000000000001,2.8903717578961645,2.8333333333333335,0,5.780743515792329,0.0,0.0,0.0,0.0,2.8903717578961645,0.7227195383591033,1.0467720332172514,0,0.10708883606167724,0,vrai négatif
R003719,2025-01-30,2025-02-23,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-2,3,loisirs_couple,Italie,plateforme_en_ligne,voiture,24,5,2,0.0,1,aucune,oui,aucun,179.4,4,861.12,fidele,3,0,1.0,0,0,0,1,0,AG035,1,0,0,0,0,0.0,0,2.0,2.0,0,430.56,172.224,0.0,1,-1.0,1,2,1,0.8660254037844386,0.5000000000000001,3.2188758248682006,4.8,0,0.0,3.2188758248682006,0.0,0.0,0.0,3.2188758248682006,1.1337925804209064,0.8260429137121282,1,0.33658818246748534,1,vrai positif
R004427,2025-01-30,2025-02-10,Lazio,Roma,urbaine_culturelle,LAZ-5-1,5,loisirs_couple,Ameriques,site_hotel,avion_correspondance,11,7,2,0.0,1,demi_pension,oui,partiel,194.44,6,1279.42,nouveau,0,0,0.0,0,0,0,0,0,DIRECT,0,0,0,0,1,0.0,1,2.0,2.0,0,639.71,182.77428571428572,1.0,1,0.0,0,2,1,0.8660254037844386,0.5000000000000001,2.4849066497880004,1.5714285714285714,0,2.4849066497880004,2.4849066497880004,2.4849066497880004,1.0,0.0,0.0,0.8536869141439642,1.1325392433817747,0,0.23334325346230494,0,vrai négatif
R006192,2025-01-30,2025-06-03,Liguria,Genova,littorale,LIG-3-3,3,loisirs_couple,Europe_Ouest,plateforme_en_ligne,train,124,7,2,0.0,1,aucune,non,total,199.4,7,1298.09,fidele,11,1,0.0,0,0,0,1,0,AG026,0,0,0,0,0,0.09090909090909091,0,2.0,2.0,0,649.045,185.44142857142856,2.0,0,2.0,0,6,1,1.2246467991473532e-16,-1.0,4.8283137373023015,17.714285714285715,0,9.656627474604603,0.0,0.0,0.0,0.0,0.0,1.263224580297751,1.054831115930912,0,0.11904981356449892,0,vrai négatif
R001550,2025-01-31,2025-02-07,Lombardia,Milano,affaires_lacs,LOM-3-3,3,famille,Ameriques,plateforme_en_ligne,train,7,6,2,2.0,1,petit_dejeuner,oui,partiel,163.79,0,982.74,nouveau,0,0,0.0,0,0,0,0,1,AG025,0,0,0,0,0,0.0,1,4.0,4.0,1,245.685,163.79,1.0,1,0.0,0,2,1,0.8660254037844386,0.5000000000000001,2.0794415416798357,1.1666666666666667,0,2.0794415416798357,2.0794415416798357,0.0,1.0,0.0,0.0,0.81128337213334,0.7531786724300462,0,0.3093380834290977,1,faux positif
