reservation_id,date_reservation,date_arrivee,region_hotel,ville,type_destination,hotel_id,categorie_hotel,segment_client,marche_origine,canal_reservation,moyen_transport,delai_reservation_jours,nuits,adultes,enfants,chambres,formule_repas,tarif_remboursable,type_acompte,prix_moyen_nuit_eur,remise_pct,montant_total_eur,client_type,reservations_passees,annulations_passees,demandes_speciales,modifications_reservation,jours_liste_attente,evenement_majeur,haute_saison_regionale,arrivee_weekend,agent_id,reservation_annulee
R009635,2023-03-17,2023-04-30,Liguria,Genova,littorale,LIG-4-2,4,loisirs_couple,Italie,site_hotel,train,44,6,2,0,1,petit_dejeuner,oui,aucun,178.21,7,994.41,nouveau,0,0,3,0,0,0,0,0,,0
R001757,2023-03-18,2023-04-06,Veneto,Venezia,urbaine_littorale,VEN-5-2,5,loisirs_couple,Ameriques,agence,train,19,5,2,0,1,aucune,oui,partiel,325.04,8,1495.18,nouveau,0,0,4,1,0,0,1,0,AG036,0
R002355,2023-03-18,2023-04-08,Toscana,Firenze,culturelle_rurale,TOS-3-2,3,famille,,plateforme_en_ligne,avion_direct,21,6,2,3,2,petit_dejeuner,oui,partiel,215.65,6,2432.53,nouveau,0,0,0,0,0,0,1,1,AG028,0
R002924,2023-03-18,2023-05-20,Veneto,Venezia,urbaine_littorale,VEN-5-3,5,solo,Asie_Pacifique,site_hotel,voiture,63,5,1,0,1,petit_dejeuner,oui,partiel,392.48,5,1864.28,fidele,11,2,0,2,0,0,1,1,,0
R003333,2023-03-18,2023-04-13,Veneto,Venezia,urbaine_littorale,VEN-5-1,5,affaires,Asie_Pacifique,entreprise,train,26,3,2,0,1,aucune,oui,aucun,312.23,7,871.12,nouveau,0,0,1,0,0,0,1,0,,0
R004570,2023-03-18,2023-04-21,Lombardia,Milano,affaires_lacs,LOM-4-2,4,famille,Italie,agence,avion_direct,34,5,2,2,1,aucune,oui,aucun,,6,1379.22,nouveau,0,0,1,0,0,0,1,1,AG022,0
R004758,2023-03-18,2023-05-06,Lombardia,Milano,affaires_lacs,LOM-3-1,3,loisirs_couple,Europe_Ouest,telephone,avion_direct,49,4,2,0,1,petit_dejeuner,non,total,175.62,4,674.38,nouveau,0,0,0,0,0,0,1,1,,1
R004888,2023-03-18,2023-03-29,Sardegna,Cagliari,insulaire_balneaire,SAR-4-3,4,loisirs_couple,Europe_Centrale,agence,ferry,11,7,2,0,1,petit_dejeuner,non,total,200.92,3,1364.25,fidele,8,1,0,0,0,0,0,0,AG040,0
R005200,2023-03-18,2023-03-31,Puglia,Bari,balneaire_rurale,PUG-4-2,4,affaires,Europe_Centrale,plateforme_en_ligne,avion_direct,13,1,2,0,1,aucune,non,partiel,135.59,0,135.59,nouveau,0,0,2,0,0,0,0,1,AG013,0
R005452,2023-03-18,2023-06-18,Campania,Napoli,urbaine_cotiere,CAM-4-3,4,famille,Ameriques,plateforme_en_ligne,avion_correspondance,92,3,2,2,1,demi_pension,non,total,132.64,0,397.92,nouveau,0,0,2,0,0,0,1,0,AG028,0
R006220,2023-03-18,2023-05-06,Veneto,Venezia,urbaine_littorale,VEN-5-3,5,groupe,Europe_Centrale,plateforme_en_ligne,train,49,2,5,0,3,petit_dejeuner,non,total,259.98,0,1559.88,nouveau,0,0,0,0,0,0,1,1,AG038,0
R007046,2023-03-18,2023-04-11,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,affaires,Italie,plateforme_en_ligne,voiture,24,1,2,0,1,pension_complete,non,total,269.96,4,259.16,entreprise,7,1,0,0,0,0,1,0,AG035,0
R007092,2023-03-18,2023-05-07,Veneto,Venezia,urbaine_littorale,VEN-4-3,4,famille,Ameriques,plateforme_en_ligne,avion_direct,50,2,2,2,1,petit_dejeuner,oui,aucun,307.23,1,608.32,fidele,6,0,1,0,0,0,1,0,AG023,1
R008191,2023-03-18,2023-05-05,Sicilia,Palermo,insulaire_mixte,SIC-3-2,3,loisirs_couple,Italie,plateforme_en_ligne,avion_direct,48,4,2,0,1,demi_pension,oui,partiel,164.96,1,653.24,nouveau,0,0,1,0,0,0,1,1,AG043,0
R008700,2023-03-18,2023-04-06,Liguria,Genova,littorale,LIG-4-1,4,affaires,Europe_Ouest,plateforme_en_ligne,train,19,3,2,0,1,petit_dejeuner,oui,aucun,152.62,7,425.81,fidele,10,1,0,0,0,0,0,0,AG036,0
R001310,2023-03-19,2023-07-30,Puglia,Bari,balneaire_rurale,PUG-4-2,4,famille,Italie,site_hotel,voiture,133,3,2,3,2,petit_dejeuner,non,total,132.43,7,738.96,nouveau,0,0,1,1,0,0,1,0,,0
R001828,2023-03-19,2023-05-11,Lombardia,Milano,affaires_lacs,LOM-5-2,5,loisirs_couple,Ameriques,telephone,train,53,5,2,,1,petit_dejeuner,non,total,262.33,7,1219.83,nouveau,0,0,2,0,0,1,1,0,,0
R005455,2023-03-19,2023-04-02,Lombardia,Milano,affaires_lacs,LOM-3-1,3,groupe,Europe_Ouest,plateforme_en_ligne,avion_direct,14,2,4,0,3,aucune,non,partiel,204.7,0,1228.2,nouveau,0,0,2,1,0,0,1,0,AG005,0
R005589,2023-03-19,2023-05-17,Puglia,Bari,balneaire_rurale,PUG-3-1,3,famille,Europe_Centrale,plateforme_en_ligne,avion_correspondance,59,3,2,2,1,petit_dejeuner,non,total,75.25,2,221.24,fidele,12,1,0,1,0,0,0,0,AG016,0
R005832,2023-03-19,2023-05-04,Lombardia,Milano,affaires_lacs,LOM-5-2,5,loisirs_couple,Europe_Ouest,plateforme_en_ligne,train,46,6,2,0,1,aucune,non,partiel,,7,1619.26,fidele,11,1,1,0,0,1,1,0,AG031,1
R007787,2023-03-19,2023-04-01,Campania,Napoli,urbaine_cotiere,CAM-3-2,3,affaires,Europe_Ouest,agence,avion_direct,13,2,2,0,1,petit_dejeuner,non,total,198.96,5,378.02,fidele,3,1,1,0,0,0,1,1,AG015,1
R009166,2023-03-19,2023-04-21,Toscana,Firenze,culturelle_rurale,TOS-5-1,5,famille,Italie,agence,train,33,4,2,2,1,petit_dejeuner,oui,partiel,420.73,1,1666.09,nouveau,0,0,0,0,0,1,1,1,AG010,0
R009404,2023-03-19,2023-04-10,Lazio,Roma,urbaine_culturelle,LAZ-4-3,4,loisirs_couple,Europe_Centrale,site_hotel,avion_direct,22,2,2,0,1,demi_pension,non,partiel,253.96,5,482.52,fidele,5,0,2,0,0,0,1,0,,1
R001204,2023-03-20,2023-04-17,Toscana,Firenze,culturelle_rurale,TOS-5-1,5,solo,Ameriques,plateforme_en_ligne,voiture,28,4,1,0,1,pension_complete,oui,aucun,206.24,4,791.96,nouveau,0,0,0,1,0,0,1,0,AG022,1
R003146,2023-03-20,2023-04-13,Veneto,Venezia,urbaine_littorale,VEN-4-3,4,solo,Italie,plateforme_en_ligne,train,24,5,1,0,1,demi_pension,non,total,233.63,3,1133.11,nouveau,0,0,0,1,0,0,1,0,AG013,0
R004220,2023-03-20,2023-03-28,Lazio,Roma,urbaine_culturelle,LAZ-3-1,3,loisirs_couple,Europe_Ouest,telephone,avion_direct,8,6,2,0,1,petit_dejeuner,oui,aucun,164.44,1,976.77,nouveau,0,0,2,1,0,0,0,0,,1
R004458,2023-03-20,2023-04-12,Lombardia,Milano,affaires_lacs,LOM-4-1,4,loisirs_couple,Asie_Pacifique,site_hotel,voiture,23,2,2,0,1,petit_dejeuner,oui,aucun,272.29,6,511.91,nouveau,0,0,1,1,0,0,1,0,,1
R004511,2023-03-20,2023-05-03,Sicilia,Palermo,insulaire_mixte,SIC-4-2,4,famille,Italie,agence,avion_correspondance,44,8,2,3,2,aucune,oui,partiel,207.77,5,3158.1,nouveau,0,0,1,0,0,0,1,0,AG037,1
R005212,2023-03-20,2023-04-18,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,loisirs_couple,Europe_Centrale,agence,train,29,6,2,1,1,petit_dejeuner,oui,aucun,263.37,5,1501.21,entreprise,4,1,2,0,0,0,1,0,AG002,0
R006960,2023-03-20,2023-04-10,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-3,3,solo,Italie,plateforme_en_ligne,avion_direct,21,2,1,0,1,pension_complete,oui,partiel,119.77,7,222.77,nouveau,0,0,0,1,0,0,0,0,AG022,0
R007153,2023-03-20,2024-01-16,Campania,Napoli,urbaine_cotiere,CAM-5-3,5,groupe,Europe_Centrale,site_hotel,voiture,302,2,6,0,3,demi_pension,non,aucun,141.2,11,754.01,nouveau,0,0,1,0,0,0,0,0,,1
R000068,2023-03-21,2023-04-10,Liguria,Genova,littorale,LIG-3-1,3,loisirs_couple,Italie,telephone,train,20,7,2,0,1,aucune,non,total,147.43,3,1001.05,nouveau,0,0,1,0,0,0,0,0,,0
R000320,2023-03-21,2023-05-25,Toscana,Firenze,culturelle_rurale,TOS-3-2,3,famille,Italie,agence,avion_direct,65,5,2,2,1,demi_pension,oui,aucun,,7,825.93,fidele,6,1,1,1,0,0,1,0,AG012,0
R000713,2023-03-21,2023-04-10,Sicilia,Palermo,insulaire_mixte,SIC-3-1,3,famille,Ameriques,site_hotel,avion_direct,20,9,2,2,1,petit_dejeuner,non,total,157.67,5,1348.08,nouveau,0,0,1,0,0,0,0,0,,0
R001061,2023-03-21,2023-04-13,Campania,Napoli,urbaine_cotiere,CAM-4-3,4,famille,Italie,agence,train,23,7,2,1,1,petit_dejeuner,oui,aucun,247.47,1,1714.97,fidele,8,1,1,0,0,0,1,0,AG043,0
R002098,2023-03-21,2023-06-02,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,groupe,Europe_Ouest,plateforme_en_ligne,avion_direct,73,5,5,0,2,aucune,oui,aucun,236.57,0,2365.7,fidele,1,0,0,0,0,0,1,1,AG025,0
R002358,2023-03-21,2023-04-13,Lazio,Roma,urbaine_culturelle,LAZ-3-1,3,famille,Europe_Ouest,telephone,train,23,2,2,1,1,aucune,oui,partiel,137.87,4,264.71,nouveau,0,0,1,1,0,0,1,0,,0
R003723,2023-03-21,2023-03-27,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-2,3,affaires,Italie,agence,voiture,6,1,2,0,1,petit_dejeuner,oui,partiel,194.09,3,188.27,nouveau,0,0,2,0,0,0,0,0,AG044,0
R003968,2023-03-21,2023-05-18,Sicilia,Palermo,insulaire_mixte,SIC-5-2,5,loisirs_couple,Europe_Ouest,plateforme_en_ligne,avion_direct,58,4,2,0,1,petit_dejeuner,oui,aucun,155.2,6,583.55,nouveau,0,0,1,0,0,0,1,0,AG035,1
R004348,2023-03-21,2023-04-20,Lombardia,Milano,affaires_lacs,LOM-4-3,4,loisirs_couple,Europe_Centrale,plateforme_en_ligne,train,30,3,2,0,1,petit_dejeuner,oui,aucun,244.26,3,710.8,nouveau,0,0,4,1,0,0,1,0,AG003,0
R005336,2023-03-21,2023-04-04,Liguria,Genova,littorale,LIG-3-2,3,loisirs_couple,Italie,plateforme_en_ligne,voiture,14,3,2,0,1,petit_dejeuner,oui,aucun,147.06,1,436.77,fidele,12,2,1,0,0,0,0,0,AG020,0
R006356,2023-03-21,2023-05-08,Trentino-Alto_Adige,Bolzano,montagne,TRE-4-1,4,famille,Europe_Ouest,plateforme_en_ligne,train,48,3,2,3,2,petit_dejeuner,oui,aucun,139.48,3,811.77,nouveau,0,0,2,1,0,0,0,0,AG024,1
R007463,2023-03-21,2023-04-11,Lombardia,Milano,affaires_lacs,LOM-3-3,3,famille,Asie_Pacifique,plateforme_en_ligne,train,21,4,2,2,1,petit_dejeuner,oui,aucun,237.43,4,911.73,fidele,12,2,1,0,0,0,1,0,AG019,0
R007669,2023-03-21,2023-11-19,Sardegna,Cagliari,insulaire_balneaire,SAR-4-2,4,solo,Ameriques,agence,ferry,243,7,1,0,1,petit_dejeuner,oui,aucun,165.28,8,1064.4,nouveau,0,0,0,0,0,0,0,0,AG029,0
R007966,2023-03-21,2023-05-03,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-1,3,loisirs_couple,Europe_Ouest,plateforme_en_ligne,voiture,43,5,2,0,1,petit_dejeuner,oui,aucun,106.24,2,520.58,nouveau,0,0,2,0,0,0,0,0,AG014,1
R008423,2023-03-21,2023-04-27,Puglia,Bari,balneaire_rurale,PUG-3-2,3,solo,Europe_Centrale,plateforme_en_ligne,voiture,37,4,1,0,1,petit_dejeuner,oui,aucun,123.5,4,474.24,nouveau,0,0,0,1,0,0,0,0,AG004,1
R009630,2023-03-21,2023-08-05,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,famille,Europe_Ouest,site_hotel,voiture,137,6,2,1,1,petit_dejeuner,oui,aucun,178.32,7,995.03,nouveau,0,0,2,1,0,0,0,1,,0
R009931,2023-03-21,2023-04-08,Campania,Napoli,urbaine_cotiere,CAM-4-3,4,affaires,Europe_Centrale,site_hotel,train,18,3,2,0,1,aucune,oui,aucun,211.43,7,589.89,nouveau,0,0,1,1,0,0,1,1,,0
R000158,2023-03-22,2023-04-03,Toscana,Firenze,culturelle_rurale,TOS-4-3,4,solo,Italie,site_hotel,train,12,28,1,0,1,aucune,oui,aucun,225.39,9,5742.94,nouveau,0,0,2,1,0,0,1,0,,0
R000342,2023-03-22,2023-04-09,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,loisirs_couple,Italie,plateforme_en_ligne,avion_direct,18,3,2,0,1,petit_dejeuner,non,aucun,237.13,4,682.93,nouveau,0,0,1,0,0,0,1,0,AG040,0
R001642,2023-03-22,2023-04-16,Sicilia,Palermo,insulaire_mixte,SIC-4-1,4,affaires,Europe_Ouest,agence,avion_direct,25,3,2,0,1,petit_dejeuner,oui,partiel,148.21,3,431.29,fidele,11,2,0,2,0,0,0,0,AG021,0
R002225,2023-03-22,2023-04-29,Liguria,Genova,littorale,LIG-4-1,4,loisirs_couple,,entreprise,avion_direct,38,3,2,1,1,demi_pension,oui,partiel,156.55,11,417.99,nouveau,0,0,1,0,0,0,0,1,,1
R002389,2023-03-22,2023-04-18,Campania,Napoli,urbaine_cotiere,CAM-3-3,3,groupe,Europe_Centrale,plateforme_en_ligne,avion_direct,27,2,3,0,4,aucune,oui,aucun,174.95,7,1301.63,nouveau,0,0,1,0,0,0,1,0,AG043,0
R005288,2023-03-22,2023-03-30,Toscana,Firenze,culturelle_rurale,TOS-4-1,4,famille,Asie_Pacifique,plateforme_en_ligne,avion_direct,8,3,2,1,1,aucune,oui,aucun,190.37,0,571.11,fidele,10,2,0,0,0,1,0,0,AG016,0
R006940,2023-03-22,2023-03-27,Lazio,Roma,urbaine_culturelle,LAZ-5-3,5,affaires,Europe_Ouest,agence,avion_direct,5,2,2,0,1,demi_pension,non,partiel,177.89,4,341.55,entreprise,10,1,3,0,0,0,0,0,AG033,0
R009143,2023-03-22,2023-03-29,Toscana,Firenze,culturelle_rurale,TOS-3-3,3,loisirs_couple,Europe_Centrale,plateforme_en_ligne,voiture,7,2,2,1,1,demi_pension,oui,aucun,153.37,1,303.67,fidele,5,1,1,0,0,0,0,0,AG021,1
R000553,2023-03-23,2023-05-19,Veneto,Venezia,urbaine_littorale,VEN-3-2,3,famille,Europe_Ouest,site_hotel,train,57,6,2,3,2,petit_dejeuner,oui,aucun,217.87,9,2379.14,fidele,12,1,1,0,0,0,1,1,,0
R001211,2023-03-23,2023-04-23,Lazio,Roma,urbaine_culturelle,LAZ-3-3,3,affaires,Ameriques,site_hotel,voiture,31,3,2,0,1,demi_pension,oui,partiel,197.77,8,545.85,fidele,1,0,0,3,0,0,1,0,,1
R001924,2023-03-23,2023-06-02,Puglia,Bari,balneaire_rurale,PUG-4-3,4,famille,Europe_Centrale,site_hotel,train,71,6,2,3,2,petit_dejeuner,oui,partiel,206.59,6,2330.34,nouveau,0,0,1,1,0,0,1,1,,0
R002988,2023-03-23,2023-04-14,Veneto,Venezia,urbaine_littorale,VEN-4-3,4,groupe,Italie,agence,train,22,4,4,0,2,petit_dejeuner,oui,aucun,242.89,5,1845.96,entreprise,9,1,0,0,0,0,1,1,AG045,0
R003395,2023-03-23,2023-03-29,Toscana,Firenze,culturelle_rurale,TOS-3-2,3,affaires,Europe_Centrale,site_hotel,voiture,6,2,2,0,1,demi_pension,non,partiel,141.79,12,249.55,nouveau,0,0,0,1,0,0,0,0,,0
R004760,2023-03-23,2023-04-19,Lombardia,Milano,affaires_lacs,LOM-4-1,4,famille,Europe_Ouest,site_hotel,avion_direct,27,6,2,2,1,aucune,oui,partiel,281.32,11,1502.25,fidele,11,2,1,0,0,0,1,0,,0
R005721,2023-03-23,2023-03-30,Campania,Napoli,urbaine_cotiere,CAM-4-2,4,groupe,Europe_Ouest,site_hotel,train,7,2,6,0,3,aucune,oui,aucun,183.51,6,1035,fidele,11,1,3,1,0,0,0,0,,0
R006869,2023-03-23,2023-06-20,Lombardia,Milano,affaires_lacs,LOM-5-3,5,loisirs_couple,Italie,site_hotel,avion_direct,89,3,2,0,1,aucune,oui,aucun,307.88,1,914.4,nouveau,0,0,2,0,0,0,0,0,,0
R007101,2023-03-23,2023-04-01,Campania,Napoli,urbaine_cotiere,CAM-4-2,4,affaires,Europe_Centrale,plateforme_en_ligne,voiture,9,3,2,0,1,petit_dejeuner,non,partiel,220.21,0,660.63,entreprise,9,2,1,1,0,0,1,1,AG020,0
R007520,2023-03-23,2023-03-31,Veneto,Venezia,urbaine_littorale,VEN-3-1,3,solo,Ameriques,telephone,avion_correspondance,8,2,1,,1,aucune,non,aucun,163.95,5,311.5,nouveau,0,0,1,0,0,0,0,1,,1
R008387,2023-03-23,2023-04-16,Lazio,Roma,urbaine_culturelle,LAZ-5-3,5,famille,Europe_Ouest,telephone,train,24,2,2,3,2,petit_dejeuner,non,total,230.37,2,903.05,nouveau,0,0,1,0,0,0,1,0,,0
R008629,2023-03-23,2023-05-03,Veneto,Venezia,urbaine_littorale,VEN-4-1,4,affaires,Italie,telephone,voiture,41,2,2,0,1,petit_dejeuner,oui,aucun,242.84,5,461.4,fidele,11,2,1,2,0,0,1,0,,0
R001277,2023-03-24,2023-04-14,Trentino-Alto_Adige,Bolzano,montagne,TRE-5-3,5,loisirs_couple,Ameriques,plateforme_en_ligne,voiture,21,5,2,0,1,petit_dejeuner,oui,aucun,287.51,1,1423.17,nouveau,0,0,0,0,0,0,0,1,AG016,1
R001639,2023-03-24,2023-04-07,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,groupe,Europe_Centrale,plateforme_en_ligne,train,14,3,5,0,2,petit_dejeuner,non,partiel,280.71,3,1633.73,nouveau,0,0,0,1,0,1,1,1,AG008,0
R001663,2023-03-24,2023-07-01,Lombardia,Milano,affaires_lacs,LOM-4-3,4,solo,Ameriques,agence,voiture,99,6,1,0,1,aucune,non,total,167.44,5,954.41,nouveau,0,0,2,0,0,0,0,1,AG015,0
R003839,2023-03-24,2023-04-16,Veneto,Venezia,urbaine_littorale,VEN-3-2,3,groupe,Asie_Pacifique,plateforme_en_ligne,train,23,4,3,0,4,petit_dejeuner,non,partiel,246.12,1,3898.54,nouveau,0,0,0,1,0,0,1,0,AG005,0
R006141,2023-03-24,2023-04-03,Toscana,Firenze,culturelle_rurale,TOS-3-1,3,famille,Italie,site_hotel,train,10,7,2,3,2,petit_dejeuner,non,partiel,201.19,6,2647.66,fidele,1,0,0,0,0,0,1,0,,0
R007089,2023-03-24,2023-06-12,Lombardia,Milano,affaires_lacs,LOM-3-3,3,groupe,Italie,plateforme_en_ligne,train,80,4,3,0,3,petit_dejeuner,oui,partiel,174.69,4,2012.43,nouveau,0,0,2,1,0,1,0,0,AG024,0
R007428,2023-03-24,2023-04-25,Toscana,Firenze,culturelle_rurale,TOS-3-2,3,loisirs_couple,Europe_Ouest,agence,voiture,32,4,2,1,1,petit_dejeuner,oui,aucun,174.5,3,677.06,nouveau,0,0,0,0,0,0,1,0,AG033,1
R009378,2023-03-24,2023-05-07,Puglia,Bari,balneaire_rurale,PUG-4-2,4,solo,Europe_Ouest,plateforme_en_ligne,voiture,44,2,1,1,1,pension_complete,oui,aucun,154.25,6,289.99,nouveau,0,0,1,0,0,1,0,0,AG042,1
R000838,2023-03-25,2023-04-19,Lombardia,Milano,affaires_lacs,LOM-3-2,3,affaires,Italie,entreprise,train,25,1,2,0,1,demi_pension,oui,partiel,241.01,7,224.14,nouveau,0,0,2,0,9,0,1,0,,0
R001781,2023-03-25,2023-04-23,Lombardia,Milano,affaires_lacs,LOM-5-1,5,affaires,Europe_Ouest,site_hotel,voiture,29,3,2,0,1,aucune,non,aucun,343.7,2,1010.48,entreprise,4,1,1,1,0,0,1,0,,1
R002825,2023-03-25,2023-04-10,Sicilia,Palermo,insulaire_mixte,SIC-3-1,3,famille,Italie,site_hotel,avion_direct,16,8,2,2,1,petit_dejeuner,non,total,94.81,12,667.46,nouveau,0,0,2,1,8,0,0,0,,0
R003711,2023-03-25,2023-05-25,Lazio,Roma,urbaine_culturelle,LAZ-5-3,5,famille,,telephone,train,61,5,2,2,1,petit_dejeuner,oui,aucun,289.81,4,1391.09,nouveau,0,0,1,0,0,0,1,0,,1
R004410,2023-03-25,2023-05-18,Puglia,Bari,balneaire_rurale,PUG-4-1,4,loisirs_couple,Italie,plateforme_en_ligne,voiture,54,6,2,0,1,aucune,oui,aucun,130.03,5,741.17,fidele,5,1,0,0,0,0,0,0,AG045,0
R005061,2023-03-25,2023-05-07,Sardegna,Cagliari,insulaire_balneaire,SAR-4-1,4,loisirs_couple,Italie,agence,avion_direct,43,5,2,0,1,petit_dejeuner,non,partiel,169.01,2,828.15,nouveau,0,0,1,0,0,0,0,0,AG005,0
R005522,2023-03-25,2023-05-18,Puglia,Bari,balneaire_rurale,PUG-4-3,4,loisirs_couple,Europe_Ouest,agence,avion_correspondance,54,6,2,0,1,demi_pension,oui,partiel,167.09,7,932.36,fidele,1,0,1,0,0,0,0,0,AG014,0
R006081,2023-03-25,2023-04-17,Puglia,Bari,balneaire_rurale,PUG-3-1,3,affaires,Italie,site_hotel,train,23,2,2,1,1,aucune,oui,aucun,139.38,11,248.1,fidele,5,1,1,0,0,0,0,0,,0
R006843,2023-03-25,2023-03-30,Campania,Napoli,urbaine_cotiere,CAM-3-3,3,affaires,Italie,plateforme_en_ligne,avion_direct,5,1,2,0,1,aucune,oui,aucun,124.23,3,120.5,nouveau,0,0,1,0,0,0,0,0,AG042,1
R007886,2023-03-25,2023-06-01,Puglia,Bari,balneaire_rurale,PUG-3-2,3,loisirs_couple,Europe_Ouest,entreprise,avion_direct,68,7,2,0,1,demi_pension,oui,aucun,150.57,6,990.75,fidele,8,1,0,0,0,0,1,0,,0
R008604,2023-03-25,2023-04-07,Toscana,Firenze,culturelle_rurale,TOS-3-1,3,affaires,Italie,agence,train,13,3,2,0,1,aucune,oui,aucun,181.64,3,528.57,nouveau,0,0,1,0,0,0,1,1,AG007,0
R009718,2023-03-25,2023-04-02,Lombardia,Milano,affaires_lacs,LOM-4-2,4,affaires,Italie,plateforme_en_ligne,avion_direct,8,2,2,0,1,petit_dejeuner,oui,aucun,260.26,1,515.31,fidele,9,1,1,0,0,0,1,0,AG044,1
R000383,2023-03-26,2023-05-10,Puglia,Bari,balneaire_rurale,PUG-3-2,3,affaires,Italie,plateforme_en_ligne,avion_direct,45,3,2,0,1,aucune,oui,aucun,120.63,8,332.94,fidele,6,1,2,0,0,0,0,0,AG020,0
R000866,2023-03-26,2023-04-08,Veneto,Venezia,urbaine_littorale,VEN-4-2,4,affaires,Ameriques,plateforme_en_ligne,avion_direct,13,2,2,0,1,petit_dejeuner,oui,aucun,272.17,7,506.24,entreprise,12,2,1,0,0,0,1,1,AG045,1
R001091,2023-03-26,2023-04-25,Toscana,Firenze,culturelle_rurale,TOS-5-3,5,loisirs_couple,Italie,plateforme_en_ligne,train,30,2,2,0,1,petit_dejeuner,oui,aucun,294.49,5,559.53,nouveau,0,0,4,1,0,0,1,0,AG032,0
R001652,2023-03-26,2023-04-28,Puglia,Bari,balneaire_rurale,PUG-4-2,4,loisirs_couple,Italie,site_hotel,avion_correspondance,33,4,2,0,1,petit_dejeuner,oui,aucun,154.24,11,549.09,nouveau,0,0,1,0,0,0,0,1,,0
R003593,2023-03-26,2023-04-10,Campania,Napoli,urbaine_cotiere,CAM-4-1,4,groupe,Italie,plateforme_en_ligne,avion_correspondance,15,5,3,1,4,aucune,oui,aucun,261.16,0,5223.2,nouveau,0,0,2,0,0,0,1,0,AG037,0
R003611,2023-03-26,2023-04-23,Veneto,Venezia,urbaine_littorale,VEN-3-1,3,solo,Ameriques,plateforme_en_ligne,voiture,28,2,1,0,1,petit_dejeuner,oui,partiel,241.91,6,454.79,nouveau,0,0,1,0,0,0,1,0,AG036,0
R003933,2023-03-26,2023-04-11,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,groupe,Europe_Centrale,plateforme_en_ligne,train,16,5,3,0,2,petit_dejeuner,oui,aucun,185.65,6,1745.11,nouveau,0,0,0,0,0,0,1,0,AG025,1
R004165,2023-03-26,2023-05-29,Sicilia,Palermo,insulaire_mixte,SIC-3-2,3,groupe,Asie_Pacifique,plateforme_en_ligne,avion_correspondance,64,7,5,0,4,petit_dejeuner,oui,aucun,194.79,7,5072.33,nouveau,0,0,1,0,0,0,1,0,AG027,1
R005137,2023-03-26,2023-04-23,Trentino-Alto_Adige,Bolzano,montagne,TRE-4-2,4,loisirs_couple,Ameriques,plateforme_en_ligne,avion_direct,28,6,2,0,1,aucune,oui,aucun,176.14,1,1046.27,nouveau,0,0,1,0,0,0,0,0,AG017,0
R005964,2023-03-26,2023-05-02,Lazio,Roma,urbaine_culturelle,LAZ-4-3,4,affaires,Italie,agence,voiture,37,3,2,0,1,aucune,oui,partiel,247.59,6,698.2,entreprise,7,1,1,1,0,0,1,0,AG039,1
R007149,2023-03-26,2023-06-25,Sardegna,Cagliari,insulaire_balneaire,SAR-4-3,4,loisirs_couple,Autres,telephone,avion_direct,91,4,2,0,1,petit_dejeuner,oui,aucun,270.32,2,1059.65,nouveau,0,0,0,1,0,0,1,0,,1
R007198,2023-03-26,2023-04-12,Campania,Napoli,urbaine_cotiere,CAM-3-1,3,loisirs_couple,Europe_Ouest,agence,avion_correspondance,17,3,2,0,1,demi_pension,non,partiel,144.54,4,416.28,entreprise,6,1,0,0,0,0,1,0,AG005,0
R007227,2023-03-26,2023-04-24,Lombardia,Milano,affaires_lacs,LOM-3-3,3,famille,Ameriques,agence,avion_direct,29,6,2,3,2,petit_dejeuner,oui,aucun,212.2,8,2342.69,nouveau,0,0,0,0,0,0,1,0,AG029,1
R007746,2023-03-26,2023-04-14,Toscana,Firenze,culturelle_rurale,TOS-5-3,5,solo,Italie,site_hotel,train,19,4,1,0,1,aucune,oui,aucun,254.09,3,985.87,nouveau,0,0,1,0,0,0,1,1,,1
R003688,2023-03-27,2023-04-21,Veneto,Venezia,urbaine_littorale,VEN-4-1,4,groupe,Italie,site_hotel,voiture,25,2,4,0,2,aucune,oui,total,263.25,10,947.7,entreprise,5,1,1,0,0,0,1,1,,1
R005275,2023-03-27,2023-05-21,Liguria,Genova,littorale,LIG-4-2,4,solo,Autres,telephone,avion_correspondance,55,3,1,0,1,demi_pension,oui,aucun,283.84,7,791.91,nouveau,0,0,0,0,0,0,1,0,,0
R005295,2023-03-27,2023-04-18,Campania,Napoli,urbaine_cotiere,CAM-4-2,4,famille,Asie_Pacifique,plateforme_en_ligne,train,22,6,2,,2,pension_complete,oui,aucun,250.46,4,2885.3,nouveau,0,0,0,0,0,0,1,0,AG010,0
R005660,2023-03-27,2023-04-16,Campania,Napoli,urbaine_cotiere,CAM-3-3,3,famille,Italie,plateforme_en_ligne,train,20,4,2,1,1,petit_dejeuner,oui,aucun,149.16,4,572.77,nouveau,0,0,2,0,0,0,1,0,AG043,1
